Service Name,Service URL,Service Key Features,Service Categories,Service Description
TempBuddy,www.tempbuddy.com/,,Recruitment Software,
Textio,www.textio.com,,Recruitment Software,
Top Echelon,www.topechelon.com,,Recruitment Software,
TweetMyJobs,www.tweetmyjobs.com/,,Recruitment Software,
Valuehire,www.valuehire.com,,Recruitment Software,
Visibility Software,www.visibilitysoftware...,,Recruitment Software,
VoiceGlance,www.voiceglance.com,,Recruitment Software,
WCN,www.wcn.co.uk,,Recruitment Software,
We&Co;,www.weand.co,,Recruitment Software,
WePow,www.wepow.com,"Pre-recorded Video Interview
Live Video Interview
Mobile Video Interview",Recruitment Software,"WePow is a global provider of video interviewing solutions that enable fast-growing organizations to improve their hiring decisions. With WePow's Pre-recorded, Live, and Mobile video interviewing solutions, hiring teams are able to connect with and hire the best talent, while reducing cost and time to hire.  WePow boosts the productivity of recruitment teams by increasing collaboration between hiring managers and recruiters while creating a consistent and engaging candidate experience. We are committed to making recruitment simpler, more pleasant and more productive with video-enabled solutions."
Work4,www.work4labs.com,,Recruitment Software,
YouAreHR,www.youarehr.com,,Recruitment Software,
ZALP,www.zalp.com,,Recruitment Software,
Zartis,www.zartis.com,,Recruitment Software,
Zoniac,www.zoniac.com,,Recruitment Software,
Vincere,vincere.io,"Recruitment Pipeline Management
CRM: Contact, Company & Job Management
ATS: Candidate Management
KPI Management, Reports & Analytics
Email Integration (Gmail & Outlook)
Advanced Search Capabilities
Job Posting
Multi-lingual / Multi-currency
In-app Walkthroughs, training and videos
Self-serve data import",Recruitment Software,"Vincere is the worlds 1st fifth-gen software for ambitious recruiters.  We are user(You)-centric, dataminded, process driven, mobile enabled and inexpensive. 1. Pipeline-focused system gives unrivaled pipeline visibility into the recruitment process. - Vincere is the only system on the market today that gives a super clear, at-a-glance view of recruitment activities plus an extra layer of sales intelligence. The numbers running through the pipelines tells you instantly how many Company, Contacts, Jobs & Candidates you have at every stage without having to run any reports. - Total Actions versus Unique Candidates View: Few candidates means little placements regardless of the number of actions or activities. Most systems give you numbers on total actions only, but with Vincere you can switch between views and get the real numbers into your pipeline.- Real-time Revenue Forecast and placement probability 2. Advanced Search OptionsVincere gives you 4 types of search options to suit every users need, from quick searches to boolean experts.- Text Search: Basic Searches across all records, including documents, comments and emails.- Table Search: search data within tables using quick, responsive filters.- Advanced Search: refine results with category-specific filters, sort by relevance, frequency, created date or last update time & take bulk actions straight from search results- Contextual Search: intuitive search bar which guides users by suggesting fields and operators in the search string 3. On Training & Support: - Comprehensive In-app Walkthroughs & VideosUsers are able to learn at their own pace with step-by-step tutorials covering product how-tos, new features and more.- Online Support or Personalized one-on-one training sessions with a dedicated account manager 4. Implementation:No download, setup or implementation required. All users need to do to get their data into the system is use the in-built self-serve data import tool to get their data in.  Don't take our word for it, try it for yourself. No contracts, no fuss. Start your 14-day free trial."
HR Manager Pro,hrmanagerpro.com,"Applicant tracking
Candidate assessment
Unlimited candidates",Recruitment Software,"HR Manager Pro makes recruitment possible from any place of the world. With only an internet connection, our applicant screenig and assessment Software as a Service offers the flexibility that any HR professional needs. Our secure plaform removes the need of being inside the corporate network and gives you the possibility to work from anywhere on any internet enabled device."
Fusebill,www.fusebill.com,,Recurring Billing Software,
Chargebee,www.chargebee.com/,"Recurring Billing
Customer Portal
Trial management
EU VAT Support
Automated Invoicing & Email Notification
Dunning Management & Proration
One-Time Transactions
Metered Billing & Offline Billing
Robust, clean, RESTful APIs
Multiple Webhooks
CRM, Accounting Integration",Recurring Billing Software,"Chargebee is a PCI Level 1 certified recurring billing platform for subscription based SaaS and eCommerce businesses.  A flexible and customisable platform that integrates with 30+ leading payment gateways worldwide, like Stripe, Braintree etc., and alternative payment methods like PayPal and Amazon Payments - to let you automate payment collection, invoicing, email notifications and customer management.  You can set price plans and manage customer subscriptions. Hosted payment pages (with theme support) makes it easy for you to set up your online stores, while flexible payment options and support for add-ons, promotions, coupons, and discounts give you the flexibility and control you need to optimize your billing system.  With the real-time, actionable subscription metrics and analytics insights provided on your dashboard, you can understand the unit economics of your subscription business and drive your business growth with ease.  You can also add unlimited users with role based access, so that your support, sales and accounting teams have access to the relevant, up-to-date information on your customers.  With power packed integrations such as Shopify, Squarespace, MailChimp, ShipStation, Refersion, Google Analytics, and Zapier - you can sell your subscription products online, send tailored mails to your subscribers, ship your products, create referral programs, track the user behaviours and integrate with hundreds of other web apps - all at one place.  With customers in over 48 countries, Chargebee offers the smartest solution for managing your subscription billing and provides a scalable platform for you to grow, without worrying about losing control or creating administrative nightmares."
ChargeOver,www.chargeover.com/,"Automated subscription billing
Accept credit, debit, ACH, & PayPal
Choose your payment processor
Reduce churn with automated dunning
Integration with Xero & QuickBooks
Integration with Avalara
Multi-currency transactions
RESTful API, web hooks, and .js
PCI compliant
Excellent customer service, phone & chat",Recurring Billing Software,"ChargeOver offers subscription billing software that helps businesses get paid faster, grow more, and worry less.  Unlike many of its competitors, ChargeOver's payment module allows you to accept credit, debit, ACH, and PayPal (if you choose to do so) and to select the payment processors of your choice.  With ChargeOver, changing payment processors to take advantage of volume efficiencies or adding a payment type is easy to do. ChargeOver automates invoicing, collecting payments, and dunning.  Set up as many different payment plans as you need with the characteristics (bill date, frequency, amount, etc.) appropriate for that item or service. And adding an occasional one-off charge is no problem!  Choose to email customers invoices, receipts, or nothing. Invoices and receipts can have pdf versions, and all customer communications can be personalized with account information and customized with HTML and copy to fit your brand's voice. ChargeOver is designed to play well with your other software applications.  It integrates with both Xero and QuickBooks. For other accounting programs, use Zapier or our full-featured API. If you'd like, use the API to build ChargeOver into your own application. ChargeOver.js and web hooks are also available."
